Height,Weight,BMI,Fat or Not
178.4088888,62.31582766,19.6,0
179.464716,65.01424036,20.2,0
168.801796,55.59804989,19.5,0
163.369117,54.14081633,20.3,0
166.3636754,50.05637188,18.1,0
176.4646712,63.25927438,20.3,0
172.4192132,56.89346939,19.1,0
176.6293902,56.39301587,18.1,0
162.1532698,42.02161905,16,0
175.4530654,56.21387755,18.3,0
176.4718086,57.558322,18.5,0
170.3960016,55.32684807,19.1,0
180.2253952,63.39473923,19.5,0
174.3477336,55.89315193,18.4,0
167.2961348,51.2629932,18.3,0
172.0256148,54.23591837,18.3,0
165.9181848,46.489161,16.9,0
175.2699568,58.46857143,19,0
176.8734842,59.9862585,19.2,0
169.460291,58.31306122,20.3,0
176.756822,57.69823129,18.5,0
174.4214698,54.49052154,17.9,0
172.3496172,51.5,17.3,0
174.7228408,54.48263039,17.8,0
173.228508,61.21120181,20.4,0
160.229296,49.78240363,19.4,0
170.899582,55.71324263,19.1,0
180.8945836,59.63446712,18.2,0
180.3802082,62.99378685,19.4,0
177.5010166,64.89972789,20.6,0
170.672125,54.95818594,18.9,0
174.6592138,59.09133787,19.4,0
169.7484794,54.66553288,19,0
179.2246606,59.88485261,18.6,0
176.9846346,63.89741497,20.4,0
170.0865026,55.47804989,19.2,0
174.4363542,52.43845805,17.2,0
168.6400488,54.92503401,19.3,0
177.3426984,56.83034014,18.1,0
172.745273,56.61097506,19,0
170.0538128,53.72988662,18.6,0
180.2444706,65.33950113,20.1,0
168.3264096,57.47591837,20.3,0
173.2718404,52.18249433,17.4,0
169.0676324,51.00394558,17.8,0
175.3606856,62.41582766,20.3,0
174.4540834,59.74634921,19.6,0
175.0379532,52.30276644,17.1,0
172.791247,55.83823129,18.7,0
174.3570808,50.5552381,16.6,0
172.6794616,54.78136054,18.4,0
166.9330672,55.79356009,20,0
174.0128346,56.79174603,18.8,0
174.6118936,53.76512472,17.6,0
166.879397,54.96199546,19.7,0
173.0560674,57.57469388,19.2,0
175.694848,46.65451247,15.1,0
179.5243044,55.48353741,17.2,0
174.84598,53.87183673,17.6,0
176.7965984,59.16263039,18.9,0
171.2346842,57.51510204,19.6,0
181.356,70.28117914,21.4,0
176.7205508,58.99696145,18.9,0
175.3653846,52.96126984,17.2,0
174.202598,65.23573696,21.5,0
169.9012096,57.38535147,19.9,0
170.4968142,50.4247619,17.3,0
172.3019668,50.769161,17.1,0
178.9876786,62.92163265,19.6,0
172.177456,64.73628118,21.8,0
176.7402104,64.96208617,20.8,0
170.6037736,56.74707483,19.5,0
170.5302914,49.27342404,16.9,0
174.749841,60.24045351,19.7,0
171.8107562,57.92408163,19.6,0
164.3509032,50.48399093,18.7,0
172.9320392,60.69210884,20.3,0
171.6194434,56.34312925,19.1,0
163.2903516,46.47732426,17.4,0
164.729033,50.77482993,18.7,0
186.0482182,62.6460771,18.1,0
164.8282708,51.83995465,19.1,0
171.2791088,60.34839002,20.6,0
167.07231,53.51995465,19.2,0
179.594256,66.21120181,20.5,0
171.512103,57.11501134,19.4,0
170.2188112,52.97405896,18.3,0
173.140751,51.62081633,17.2,0
172.7143866,67.71569161,22.7,0
174.0660984,50.12195011,16.5,0
171.5345058,54.46975057,18.5,0
170.9431938,55.85959184,19.1,0
171.8017138,61.03419501,20.7,0
174.0419938,62.96866213,20.8,0
172.8029056,57.9830839,19.4,0
170.9095388,53.76163265,18.4,0
173.8103458,58.02603175,19.2,0
177.121566,56.93414966,18.1,0
177.107215,57.68698413,18.4,0
177.1162066,69.11492063,22,0
177.7478538,62.28331066,19.7,0
175.036988,54.23006803,17.7,0
169.427017,55.44748299,19.3,0
174.3621608,61.83836735,20.3,0
171.6172336,61.77478458,21,0
171.0727084,56.07192744,19.2,0
170.134407,48.80680272,16.9,0
166.2336782,61.48920635,22.3,0
174.785655,58.80712018,19.2,0
170.6031386,48.92226757,16.8,0
178.5318502,68.43746032,21.5,0
169.2262046,63.25102041,22.1,0
163.5643668,52.24412698,19.5,0
170.781853,50.98693878,17.5,0
176.9718838,71.07977324,22.7,0
173.8294974,57.99972789,19.2,0
172.7453746,59.50530612,19.9,0
179.852574,61.33782313,19,0
179.0921234,55.67882086,17.4,0
177.8205232,53.34231293,16.9,0
167.8126438,46.01405896,16.3,0
172.4093072,52.76639456,17.8,0
176.1810294,57.57102041,18.5,0
176.0042454,63.38521542,20.5,0
171.078906,60.381678,20.6,0
168.02735,50.31605442,17.8,0
171.3776862,52.32353741,17.8,0
174.1565224,55.2568254,18.2,0
183.9020198,71.39387755,21.1,0
170.896407,58.30947846,20,0
167.003222,55.62340136,19.9,0
167.4080472,60.05487528,21.4,0
171.0093354,60.66417234,20.7,0
170.2972718,50.84321995,17.5,0
170.7155844,55.63723356,19.1,0
168.890823,49.54045351,17.4,0
175.940212,55.55587302,17.9,0
177.9902206,67.86353741,21.4,0
177.1644158,64.01460317,20.4,0
169.5507404,63.36462585,22,0
166.3911836,51.94004535,18.8,0
185.7626714,57.98693878,16.8,0
166.0416288,57.03405896,20.7,0
183.0656994,64.51482993,19.3,0
171.8488308,54.78471655,18.6,0
180.6948634,67.78349206,20.8,0
176.7065554,62.84380952,20.1,0
173.925611,52.7168254,17.4,0
174.3736416,61.38829932,20.2,0
176.0110018,66.42938776,21.4,0
167.5121364,59.78807256,21.3,0
172.434885,62.30825397,21,0
167.6677114,48.76303855,17.3,0
164.3260874,56.30154195,20.9,0
174.6563436,50.58244898,16.6,0
178.1626612,58.77945578,18.5,0
165.8372858,57.38503401,20.9,0
170.2555142,59.20326531,20.4,0
183.353583,69.80517007,20.8,0
173.543849,59.3924263,19.7,0
166.0595866,51.88208617,18.8,0
180.3092406,57.51510204,17.7,0
176.0977174,57.08888889,18.4,0
172.9363318,56.84185941,19,0
172.0307456,53.36566893,18,0
176.3266984,57.22585034,18.4,0
167.2897594,50.82399093,18.2,0
177.7117604,68.77401361,21.8,0
172.4936352,56.30920635,18.9,0
174.7211644,59.26321995,19.4,0
166.994459,54.081678,19.4,0
183.81472,60.19746032,17.8,0
173.1953864,58.70367347,19.6,0
177.4144788,59.17900227,18.8,0
174.6931482,59.90462585,19.6,0
177.3975116,53.28807256,16.9,0
173.2599532,49.26226757,16.4,0
170.0557432,57.65886621,19.9,0
169.823765,55.50798186,19.2,0
168.0366972,53.95986395,19.1,0
171.3281816,56.80517007,19.4,0
171.7043302,55.28326531,18.8,0
169.5509182,54.77269841,19.1,0
154.593036,48.16049887,20.2,0
168.1428184,48.92852608,17.3,0
166.8215104,55.3599093,19.9,0
175.2556312,53.24027211,17.3,0
172.7918058,63.88480726,21.4,0
178.6062722,67.71328798,21.2,0
164.830125,56.95442177,21,0
166.4767054,59.53741497,21.5,0
174.4453458,54.80417234,18,0
168.9177978,55.79052154,19.6,0
170.3486306,64.92340136,22.4,0
173.6041486,55.75210884,18.5,0
172.018198,53.69623583,18.1,0
181.033166,60.67981859,18.5,0
167.699055,52.60548753,18.7,0
171.8160648,53.34077098,18.1,0
179.100988,60.36063492,18.8,0
167.1649946,50.45428571,18.1,0
172.0340476,61.1892517,20.7,0
178.741451,64.71977324,20.3,0
170.5068472,58.42594104,20.1,0
171.972224,57.56453515,19.5,0
170.617007,52.28861678,18,0
172.988097,61.86004535,20.7,0
177.8753872,63.34675737,20,0
172.068871,60.15818594,20.3,0
162.620706,59.67419501,22.6,0
166.9303748,49.73315193,17.8,0
183.6547508,62.65269841,18.6,0
173.9782652,60.12748299,19.9,0
174.977425,57.32049887,18.7,0
170.1780442,60.73043084,21,0
173.0282544,62.21129252,20.8,0
176.1593886,61.60267574,19.9,0
167.4983442,59.21142857,21.1,0
175.64989,60.77179138,19.7,0
175.223932,60.35206349,19.7,0
169.019728,49.86870748,17.5,0
170.2033934,60.09256236,20.7,0
180.5878532,57.55746032,17.6,0
172.9032102,56.42036281,18.9,0
176.5215164,66.44816327,21.3,0
178.3532628,63.9092517,20.1,0
171.6749678,60.36712018,20.5,0
171.629705,62.62970522,21.3,0
176.3399318,62.44548753,20.1,0
173.4448398,61.9692517,20.6,0
177.1103392,67.78548753,21.6,0
177.606071,62.6044898,19.8,0
174.7508062,51.47936508,16.9,0
175.4937308,59.33791383,19.3,0
174.8070164,57.07845805,18.7,0
174.7321118,51.60018141,16.9,0
173.2513934,53.93265306,18,0
164.7266454,51.89814059,19.1,0
173.818931,56.22843537,18.6,0
173.7794848,61.52589569,20.4,0
173.964219,44.37666213,14.7,0
172.1593458,59.13451247,20,0
169.4747436,62.74893424,21.8,0
168.0894276,56.87156463,20.1,0
172.9143862,53.79029478,18,0
173.7168992,49.82412698,16.5,0
168.5677858,54.45750567,19.2,0
159.7083928,39.30566893,15.4,0
174.709328,64.68263039,21.2,0
178.6325866,61.46780045,19.3,0
165.7023356,59.00489796,21.5,0
178.0456942,64.21573696,20.3,0
184.3583562,56.81433107,16.7,0
175.1444554,59.69061224,19.5,0
178.0104644,58.53827664,18.5,0
169.178351,49.19750567,17.2,0
178.1144774,63.09696145,19.9,0
175.204882,65.91941043,21.5,0
166.1508742,57.09768707,20.7,0
179.9347684,57.358322,17.7,0
165.7602984,54.06303855,19.7,0
171.6836546,55.78399093,18.9,0
176.145571,58.71777778,18.9,0
176.2581184,64.3693424,20.7,0
161.9352362,49.42244898,18.8,0
172.6236832,53.62444444,18,0
178.1923792,64.15578231,20.2,0
177.9199896,61.94947846,19.6,0
167.8022806,47.72018141,16.9,0
180.5431238,57.98816327,17.8,0
169.192702,60.92108844,21.3,0
169.8304198,63.76104308,22.1,0
178.4596126,57.96634921,18.2,0
167.384603,50.31986395,18,0
173.4623658,50.8707483,16.9,0
164.9951234,53.39537415,19.6,0
170.455844,60.54684807,20.8,0
171.1709556,54.40938776,18.6,0
163.2171234,52.56816327,19.7,0
175.9538264,59.41310658,19.2,0
172.3996298,54.98195011,18.5,0
166.4602716,55.11569161,19.9,0
180.5629104,59.17696145,18.2,0
171.1084716,57.77142857,19.7,0
166.1460736,52.49460317,19,0
172.8036168,57.77718821,19.3,0
169.4778424,61.18204082,21.3,0
172.7826364,59.59251701,20,0
171.1112148,53.1277551,18.1,0
175.0953572,52.86571429,17.2,0
174.18812,57.73560091,19,0
164.4443498,52.23764172,19.3,0
168.336722,51.74548753,18.3,0
177.0750332,59.67909297,19,0
174.1024458,62.29324263,20.6,0
181.230397,61.27251701,18.7,0
170.7253888,62.28181406,21.4,0
165.3400046,51.35102041,18.8,0
171.4528194,50.54176871,17.2,0
179.8410424,62.71292517,19.4,0
169.5393866,57.53047619,20,0
170.955335,61.50689342,21,0
175.6844848,58.4368254,18.9,0
176.1564168,63.4569161,20.4,0
164.8808742,45.92507937,16.9,0
171.9228718,60.15678005,20.4,0
175.8484672,60.76022676,19.6,0
171.5283082,62.89972789,21.4,0
186.6269826,71.00027211,20.4,0
172.888656,58.12575964,19.4,0
167.1845526,56.80770975,20.3,0
175.2896926,60.28063492,19.6,0
177.096039,61.03959184,19.5,0
179.1448538,51.75609977,16.1,0
170.84929,52.10462585,17.9,0
175.266858,60.26589569,19.6,0
172.5017378,60.37804989,20.3,0
170.0520348,62.35238095,21.6,0
172.8241654,53.64385488,18,0
182.7088548,60.38571429,18.1,0
173.39564,57.80761905,19.2,0
170.7399938,60.45968254,20.7,0
179.8847304,68.78249433,21.3,0
172.6518264,59.6062585,20,0
172.3685402,53.0337415,17.8,0
169.566971,59.07854875,20.5,0
174.4629226,55.38938776,18.2,0
174.1214196,53.76879819,17.7,0
179.4274796,61.698322,19.2,0
163.9485418,45.9676644,17.1,0
178.3326634,63.34027211,19.9,0
165.7331204,55.59727891,20.2,0
179.2243558,64.76290249,20.2,0
178.348894,54.26716553,17.1,0
175.9405676,58.99791383,19.1,0
174.535973,64.6399093,21.2,0
177.3739404,68.25274376,21.7,0
172.5941176,56.8923356,19.1,0
169.3952924,60.16,21,0
169.4024552,49.45514739,17.2,0
174.8989898,49.19219955,16.1,0
169.5679616,51.56875283,17.9,0
176.4713514,56.79297052,18.2,0
175.679989,61.56240363,19.9,0
168.0718762,56.86684807,20.1,0
166.4313664,54.69269841,19.7,0
166.401623,56.33696145,20.3,0
170.4201062,59.70095238,20.6,0
178.4508496,59.341678,18.6,0
168.228391,55.9939229,19.8,0
173.9322658,56.83451247,18.8,0
177.069877,61.41333333,19.6,0
172.4954894,61.34367347,20.6,0
168.6627564,58.02893424,20.4,0
172.273976,53.33591837,18,0
168.121203,54.86653061,19.4,0
171.2766704,55.45777778,18.9,0
175.7700574,54.85641723,17.8,0
167.9116276,56.24040816,19.9,0
167.1031202,51.61424036,18.5,0
179.7928586,66.02240363,20.4,0
174.2112848,56.34122449,18.6,0
174.1739468,48.19664399,15.9,0
169.945812,52.001678,18,0
173.3307684,52.99156463,17.6,0
178.6407146,62.27437642,19.5,0
168.5216848,55.06666667,19.4,0
176.5805714,63.10807256,20.2,0
173.3296508,62.72734694,20.9,0
174.7921828,58.37882086,19.1,0
171.3578742,63.89868481,21.8,0
173.7110826,65.36244898,21.7,0
169.3620438,58.23723356,20.3,0
174.7765872,57.53197279,18.8,0
176.361598,59.48988662,19.1,0
169.2931082,56.86439909,19.8,0
169.8137828,55.73637188,19.3,0
174.6842328,66.23655329,21.7,0
164.1627908,51.56884354,19.1,0
174.5363032,64.89714286,21.3,0
174.6338392,60.53342404,19.8,0
168.9478206,51.25188209,18,0
173.6699854,48.17836735,16,0
158.3666378,41.76352834,16.7,0
175.0800664,58.55292517,19.1,0
182.0764202,58.56390023,17.7,0
168.45788,49.96603175,17.6,0
176.5467894,59.70294785,19.2,0
171.2043312,63.33777778,21.6,0
170.6645558,50.98634921,17.5,0
170.667045,61.41827664,21.1,0
177.5197872,61.25156463,19.4,0
171.9956682,59.83668934,20.2,0
175.753522,55.78272109,18.1,0
173.812581,57.51156463,19,0
181.6643814,61.28988662,18.6,0
167.730043,56.58163265,20.1,0
169.5531788,50.23247166,17.5,0
172.6576176,60.1723356,20.2,0
178.9098022,67.13741497,21,0
170.1078386,58.61927438,20.3,0
163.5756698,55.58367347,20.8,0
171.9576698,58.3275737,19.7,0
172.8787754,56.95668934,19.1,0
176.8743732,56.37560091,18,0
171.3148466,52.81591837,18,0
167.3646894,52.59591837,18.8,0
176.564417,56.53746032,18.1,0
161.650299,53.33365079,20.4,0
169.6430948,53.21156463,18.5,0
171.1155074,65.5524263,22.4,0
164.531675,66.2569161,24.5,0
175.7309922,55.64671202,18,0
168.3053276,53.86907029,19,0
174.3755212,55.21632653,18.2,0
175.6246678,73.34539683,23.8,0
174.4065092,55.89442177,18.4,0
179.258214,60.2138322,18.7,0
171.576111,57.48839002,19.5,0
174.5449646,59.28603175,19.5,0
170.2070002,54.85188209,18.9,0
171.1105036,57.76353741,19.7,0
173.1433926,67.06303855,22.4,0
177.3208036,64.11446712,20.4,0
169.496359,52.47569161,18.3,0
167.5579072,51.80181406,18.5,0
168.3045656,56.71755102,20,0
178.1196082,56.23759637,17.7,0
168.4523936,54.54285714,19.2,0
174.9991928,56.61356009,18.5,0
175.8359958,58.49111111,18.9,0
180.7551122,65.12145125,19.9,0
162.8778556,61.1214059,23,0
180.7747718,69.22947846,21.2,0
169.960163,54.42439909,18.8,0
169.2696132,53.89582766,18.8,0
168.971595,56.15705215,19.7,0
178.9905234,65.8200907,20.5,0
167.4861776,55.56544218,19.8,0
169.4234102,60.43002268,21.1,0
164.0842032,51.36430839,19.1,0
170.7639206,56.37369615,19.3,0
172.1137274,63.52834467,21.4,0
166.7098266,50.76503401,18.3,0
177.1520206,61.55210884,19.6,0
177.1622568,56.93659864,18.1,0
167.96131,55.05324263,19.5,0
176.7076222,60.83723356,19.5,0
176.474374,58.77301587,18.9,0
175.89754,61.61192744,19.9,0
167.3372574,52.63192744,18.8,0
167.2660104,53.21882086,19,0
176.6086892,62.98956916,20.2,0
171.96308,54.03514739,18.3,0
168.4491932,59.94770975,21.1,0
166.8354296,50.66208617,18.2,0
169.814494,64.61024943,22.4,0
175.448976,54.47174603,17.7,0
169.3232326,50.13015873,17.5,0
169.121836,57.73197279,20.2,0
171.9815204,59.8862585,20.2,0
173.206029,52.75387755,17.6,0
169.803191,53.09251701,18.4,0
175.243871,56.35047619,18.3,0
175.1736654,59.11120181,19.3,0
180.174011,62.31097506,19.2,0
176.6273582,60.44231293,19.4,0
167.9910026,48.62367347,17.2,0
167.7118566,49.88947846,17.7,0
178.4231382,67.94938776,21.3,0
172.3693276,53.47351474,18,0
170.7723788,57.15868481,19.6,0
171.4541656,51.68136054,17.6,0
180.9328868,63.58712018,19.4,0
177.5160534,68.80566893,21.8,0
172.3637142,53.2877551,17.9,0
175.8415838,58.63424036,19,0
166.0023604,54.72539683,19.9,0
166.4357352,51.13922902,18.5,0
179.961286,58.97333333,18.2,0
165.5323334,50.78829932,18.5,0
166.011733,48.76253968,17.7,0
164.5276364,57.84979592,21.4,0
165.2887982,54.04040816,19.8,0
168.4595056,49.88648526,17.6,0
178.4560566,58.80553288,18.5,0
173.8898478,61.3138322,20.3,0
171.0031124,60.70571429,20.8,0
176.622837,60.14367347,19.3,0
169.4828208,50.53047619,17.6,0
175.3695502,49.71714286,16.2,0
171.790233,55.94204082,19,0
171.912915,59.37795918,20.1,0
170.7013858,60.0985941,20.6,0
174.1862658,51.41959184,16.9,0
177.3324622,56.23918367,17.9,0
170.8842658,50.67274376,17.4,0
179.7612102,63.80752834,19.7,0
163.5729266,51.10820862,19.1,0
171.0159394,54.22344671,18.5,0
174.1567256,62.46997732,20.6,0
178.1285998,58.15179138,18.3,0
179.080287,50.69868481,15.8,0
171.9387468,61.60303855,20.8,0
168.0295598,56.0169161,19.8,0
170.3061618,55.07328798,19,0
170.5582314,60.21823129,20.7,0
172.8839316,59.79287982,20,0
168.6614102,64.39873016,22.6,0
174.6099632,55.81605442,18.3,0
173.452409,58.73160998,19.5,0
173.982507,67.1799093,22.2,0
176.828069,59.69804989,19.1,0
166.2841988,53.75823129,19.4,0
173.826678,46.41360544,15.4,0
168.1887416,53.57954649,18.9,0
180.732938,62.14349206,19,0
166.3737592,48.20730159,17.4,0
178.9912346,63.61079365,19.9,0
171.7044572,55.78231293,18.9,0
176.0370114,55.88145125,18,0
166.8035526,55.43619048,19.9,0
171.1141612,53.261678,18.2,0
173.9287606,62.53827664,20.7,0
177.1076722,60.91968254,19.4,0
174.8635822,53.36875283,17.5,0
175.7456734,58.83269841,19,0
174.0209626,60.41519274,20,0
168.4103312,51.25687075,18.1,0
183.265572,56.66444444,16.9,0
173.5168234,58.3844898,19.4,0
168.1964632,45.25266667,16,0
164.1000782,54.77823129,20.3,0
178.3909564,57.65931973,18.1,0
174.5933262,65.50820862,21.5,0
176.5173762,59.95029478,19.2,0
170.8216294,62.47433107,21.4,0
181.5146484,64.08390023,19.5,0
172.082714,63.29401361,21.4,0
174.752635,58.15482993,19,0
169.85615,54.0170068,18.7,0
173.93031,54.7970068,18.1,0
164.7524264,52.81727891,19.5,0
172.5105262,63.30571429,21.3,0
172.3195182,62.60208617,21.1,0
176.2289592,56.64004535,18.2,0
170.0431702,57.72884354,20,0
171.3464696,53.27387755,18.1,0
177.7894844,60.23791383,19.1,0
171.3447424,56.05646259,19.1,0
162.7924354,62.75505669,23.7,0
168.601009,55.76947846,19.6,0
178.1128264,55.49927438,17.5,0
171.0491626,55.018322,18.8,0
178.1740912,61.83360544,19.5,0
175.356266,56.19365079,18.3,0
170.255438,48.76585034,16.8,0
164.7355608,59.04417234,21.8,0
167.4877778,49.68961451,17.7,0
164.3155464,52.57319728,19.5,0
158.8266826,49.69460317,19.7,0
172.1749414,56.34285714,19,0
173.4224878,60.46979592,20.1,0
167.4762462,53.73251701,19.2,0
171.4056008,54.57709751,18.6,0
172.2361046,59.44952381,20,0
177.9142492,58.9506576,18.6,0
167.890952,55.22253968,19.6,0
172.4015348,65.84222222,22.2,0
165.2147826,60.79451247,22.3,0
165.001575,47.84081633,17.6,0
164.6622818,50.8785941,18.8,0
178.0246376,62.20852608,19.6,0
179.6019776,64.73047619,20.1,0
169.6728128,55.98566893,19.4,0
170.5391814,54.8138322,18.8,0
170.2881786,61.65795918,21.3,0
173.9560148,67.32820862,22.2,0
183.6866278,65.70566893,19.5,0
168.8583872,63.20081633,22.2,0
169.7369478,49.49043084,17.2,0
177.9761236,61.39614512,19.4,0
170.73118,51.61401361,17.7,0
170.4964078,67.3552381,23.2,0
173.769274,65.70643991,21.8,0
167.7141426,52.1200907,18.5,0
169.7902116,52.11904762,18.1,0
175.1245164,55.69369615,18.2,0
175.0530662,60.56430839,19.8,0
166.602156,59.83609977,21.6,0
166.4020294,54.72213152,19.8,0
175.9479082,66.05578231,21.3,0
176.7158264,59.31070295,19,0
172.372655,53.89628118,18.1,0
183.7274456,60.59927438,18,0
170.717845,47.25410431,16.2,0
174.8404174,53.27165533,17.4,0
173.8918544,66.15718821,21.9,0
173.155102,61.50689342,20.5,0
177.0225314,58.56639456,18.7,0
170.4993034,67.9231746,23.4,0
178.7214866,60.81809524,19,0
181.541928,65.27732426,19.8,0
174.029751,60.081678,19.8,0
177.9731518,67.77002268,21.4,0
172.8347064,60.13510204,20.1,0
171.3795658,60.60802721,20.6,0
179.2351254,66.87451247,20.8,0
171.8106038,45.36281179,15.4,0
183.4648604,63.59088435,18.9,0
171.329477,54.8230839,18.7,0
170.1233072,49.60698413,17.1,0
170.9139076,61.76113379,21.1,0
167.7077418,52.21519274,18.6,0
162.9594912,58.99723356,22.2,0
172.1757796,59.77569161,20.2,0
180.4897838,56.74331066,17.4,0
174.1204544,67.57637188,22.3,0
180.6251912,58.60929705,18,0
165.6719572,54.65972789,19.9,0
170.5299358,55.88036281,19.2,0
172.6713336,53.24362812,17.9,0
171.3239906,48.50938776,16.5,0
171.6717928,54.2600907,18.4,0
171.1986924,60.82185941,20.8,0
177.1835928,58.92435374,18.8,0
172.1706996,59.02739229,19.9,0
165.1414274,48.46843537,17.8,0
175.2271832,57.45569161,18.7,0
172.3195944,52.49238095,17.7,0
180.1220172,59.0324263,18.2,0
173.8579962,50.25464853,16.6,0
160.6271362,54.3476644,21.1,0
169.5544234,51.29827664,17.8,0
167.9739592,53.72811791,19,0
169.0891208,61.53573696,21.5,0
173.8310722,50.55469388,16.7,0
173.0457804,58.64426304,19.6,0
166.7813276,53.05963719,19.1,0
174.3605098,58.32643991,19.2,0
170.2284632,62.5230839,21.6,0
168.622726,61.44489796,21.6,0
171.2828426,51.20394558,17.5,0
170.235372,64.91097506,22.4,0
180.3136856,62.09882086,19.1,0
163.7683796,51.69773243,19.3,0
168.8790882,55.00884354,19.3,0
173.4531456,59.15405896,19.7,0
167.9444698,60.71950113,21.5,0
174.5878906,69.52390023,22.8,0
171.7491104,55.94204082,19,0
167.6211278,47.71804989,17,0
182.3535342,65.4046712,19.7,0
177.1942354,70.74145125,22.5,0
171.8336162,50.65192744,17.2,0
164.6612658,57.05913832,21,0
173.7024212,55.10557823,18.3,0
173.6339174,58.79845805,19.5,0
171.6220342,52.72888889,17.9,0
171.9674488,56.8369161,19.2,0
178.8866374,75.15519274,23.5,0
168.3363664,60.48240363,21.3,0
174.2760802,65.97637188,21.7,0
177.735484,61.6030839,19.5,0
176.2411766,59.06312925,19,0
161.005647,51.71414966,19.9,0
173.7405974,53.34117914,17.7,0
167.3760178,56.0385941,20,0
168.2862268,56.68145125,20,0
173.8265002,59.43492063,19.7,0
173.8139526,69.01437642,22.8,0
171.3060582,53.79931973,18.3,0
174.6478346,50.91002268,16.7,0
167.3327362,57.9399093,20.7,0
171.143676,54.61954649,18.6,0
170.6930038,47.53560091,16.3,0
182.1831764,54.07918367,16.3,0
173.54804,57.0692517,18.9,0
175.4432356,59.5784127,19.4,0
178.8074402,56.84807256,17.8,0
173.9123268,53.66671202,17.7,0
179.7067526,58.86571429,18.2,0
173.3569558,57.43632653,19.1,0
176.331372,58.51936508,18.8,0
172.1026022,61.15360544,20.6,0
174.7072198,68.26585034,22.4,0
175.0940872,60.06839002,19.6,0
163.4848394,59.41659864,22.2,0
176.4047526,68.88535147,22.1,0
174.506509,55.56929705,18.2,0
175.7099864,57.71360544,18.7,0
186.2506054,67.08825397,19.3,0
175.291623,49.35337868,16.1,0
165.611048,57.94235828,21.1,0
171.836461,59.09297052,20,0
174.2193112,56.44684807,18.6,0
178.187858,72.21927438,22.7,0
178.6961628,59.15015873,18.5,0
170.5575202,65.39120181,22.5,0
183.1760116,62.06780045,18.5,0
163.9344448,48.03773243,17.9,0
175.1090732,59.81315193,19.5,0
173.1937354,58.77482993,19.6,0
184.6376546,55.19301587,16.2,0
173.294802,58.19179138,19.4,0
178.8262362,59.21600907,18.5,0
165.9353298,57.150839,20.8,0
165.8380478,49.7877551,18.1,0
166.5970506,49.7939229,17.9,0
165.8344664,58.05941043,21.1,0
177.5878846,60.03560091,19,0
169.1601392,57.958322,20.3,0
175.892079,60.67537415,19.6,0
174.8013776,56.3385034,18.4,0
174.7440752,55.37020408,18.1,0
170.6661306,57.84752834,19.9,0
173.7504272,64.57800454,21.4,0
179.2824456,61.39510204,19.1,0
173.73854,64.90258503,21.5,0
180.2289766,63.04580499,19.4,0
177.4369324,54.76984127,17.4,0
166.6644622,58.66340136,21.1,0
166.0922256,43.78600907,15.9,0
172.597445,58.15927438,19.5,0
177.9323086,55.88693878,17.7,0
173.1822546,61.19124717,20.4,0
174.7504252,52.92190476,17.3,0
171.1098178,53.82721088,18.4,0
179.3799816,57.02362812,17.7,0
182.360062,71.76081633,21.6,0
168.986581,53.06131519,18.6,0
165.3481072,60.95115646,22.3,0
164.4923558,58.41854875,21.6,0
175.3508812,59.36176871,19.3,0
166.2278362,49.85179138,18,0
168.0269944,50.04671202,17.7,0
176.6573048,62.98380952,20.2,0
164.9169168,52.65764172,19.4,0
172.1034658,55.6030839,18.8,0
175.3885748,65.14680272,21.2,0
164.9256544,42.90193197,15.8,0
178.2747514,59.34403628,18.7,0
172.0334634,67.48095238,22.8,0
171.0148726,59.26911565,20.3,0
177.063273,68.55396825,21.9,0
181.3245294,65.72426304,20,0
171.0211464,60.14380952,20.6,0
174.0461848,54.73020408,18.1,0
178.311683,53.16825397,16.7,0
169.1368474,53.09773243,18.6,0
175.3129336,59.52875283,19.4,0
174.7196404,56.21088435,18.4,0
175.4189532,54.45142857,17.7,0
178.1434334,57.58725624,18.1,0
177.0873522,61.85151927,19.7,0
176.2099092,59.52580499,19.2,0
175.405669,60.00562358,19.5,0
177.9389888,60.16390023,19,0
173.5978494,60.35827664,20,0
171.5061086,55.08439909,18.7,0
177.999136,60.59287982,19.1,0
173.127924,64.4214966,21.5,0
169.5759626,60.37759637,21,0
171.1916312,54.24843537,18.5,0
175.8657392,58.70653061,19,0
160.9786214,55.23342404,21.3,0
174.0633044,58.878322,19.4,0
168.1860492,59.50789116,21,0
169.8634906,61.91188209,21.5,0
171.1421266,51.47478458,17.6,0
169.3196766,60.51823129,21.1,0
172.9293976,60.5322449,20.2,0
167.5725376,61.46086168,21.9,0
167.286686,55.48485261,19.8,0
171.9189856,56.55351474,19.1,0
175.575722,57.4444898,18.6,0
180.9517844,57.71968254,17.6,0
175.4505,56.97582766,18.5,0
175.4442516,58.50326531,19,0
167.0501866,55.2231746,19.8,0
176.530762,64.82798186,20.8,0
175.7936286,58.60594104,19,0
167.97274,58.4615873,20.7,0
168.7932616,49.43560091,17.4,0
166.1925048,58.5660771,21.2,0
173.6798406,59.8676644,19.8,0
175.9171234,57.2277551,18.5,0
174.1402918,59.72176871,19.7,0
177.3670824,69.34843537,22,0
174.1516964,61.65274376,20.3,0
177.5387864,61.41319728,19.5,0
170.7619394,57.59219955,19.8,0
173.4257136,68.70684807,22.8,0
171.9822824,54.84281179,18.5,0
174.3328238,65.26485261,21.5,0
168.2621476,67.2569161,23.8,0
